location_id,lat,lon,crime_score,walk_score,NatWalkInd,light_count,light_score,safety_score,safe_label
sd_5828,32.95950000000001,-117.25800000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_5829,32.95950000000001,-117.25250000000001,0.9656527335546372,0.42857142849489793,9.0,2,0.011111111111111112,0.5927470016788209,1
sd_5830,32.95950000000001,-117.24700000000001,0.9656527335546372,0.42857142849489793,9.0,1,0.005555555555555556,0.591358112789932,1
sd_5831,32.95950000000001,-117.24150000000002,0.7788767698665402,0.45535714277582906,9.5,10,0.05555555555555555,0.5171665595161162,0
sd_5832,32.95950000000001,-117.23600000000002,0.7788767698665402,0.473214285611926,9.833333333,12,0.06666666666666667,0.5244086230029184,0
sd_5833,32.95950000000001,-117.23050000000002,0.7788767698665402,0.473214285611926,9.833333333,21,0.11666666666666667,0.5369086230029183,0
sd_5834,32.95950000000001,-117.22500000000002,0.7788767698665402,0.473214285611926,9.833333333,4,0.022222222222222223,0.5132975118918072,0
sd_5835,32.95950000000001,-117.21950000000002,0.7788767698665402,0.3660714284882015,,10,0.05555555555555555,0.4948451309442094,0
sd_5836,32.95950000000001,-117.21400000000003,0.7788767698665402,0.3660714284882015,,15,0.08333333333333333,0.5017895753886539,0
sd_5837,32.95950000000001,-117.20850000000003,0.7788767698665402,0.3660714284882015,,37,0.20555555555555555,0.5323451309442094,0
sd_5838,32.95950000000001,-117.20300000000003,0.7788767698665402,0.3660714284882015,,1,0.005555555555555556,0.4823451309442094,0
sd_5839,32.95950000000001,-117.19750000000003,0.7788767698665402,0.3660714284882015,,22,0.12222222222222222,0.5115117976108761,0
sd_5840,32.95950000000001,-117.19200000000004,0.7788767698665402,0.3660714284882015,,15,0.08333333333333333,0.5017895753886539,0
sd_5841,32.95950000000001,-117.18650000000004,0.7788767698665402,0.3660714284882015,,49,0.2722222222222222,0.549011797610876,1
sd_5842,32.95950000000001,-117.18100000000004,0.7788767698665402,0.3660714284882015,,0,0.0,0.4809562420553205,0
sd_5843,32.95950000000001,-117.17550000000004,0.7788767698665402,0.3660714284882015,,0,0.0,0.4809562420553205,0
sd_5844,32.95950000000001,-117.17000000000004,0.7788767698665402,0.3660714284882015,,1,0.005555555555555556,0.4823451309442094,0
sd_5845,32.95950000000001,-117.16450000000005,0.9717160084005149,0.3660714284882015,,22,0.12222222222222222,0.6079314168778633,1
sd_5846,32.95950000000001,-117.15900000000005,0.9717160084005149,0.3660714284882015,,15,0.08333333333333333,0.5982091946556412,1
sd_5847,32.95950000000001,-117.15350000000005,0.9717160084005149,0.3660714284882015,,14,0.07777777777777778,0.5968203057667523,1
sd_5848,32.95950000000001,-117.14800000000005,0.9717160084005149,0.3660714284882015,,9,0.05,0.5898758613223077,1
sd_5849,32.95950000000001,-117.14250000000006,0.824181965991464,0.34821428565210455,7.5,20,0.1111111111111111,0.526922332186536,0
sd_5850,32.95950000000001,-117.13700000000006,0.824181965991464,0.34821428565210455,7.5,12,0.06666666666666667,0.5158112210754249,0
sd_5851,32.95950000000001,-117.13150000000006,0.824181965991464,0.38392857137786984,8.166666667,16,0.08888888888888889,0.5302953480624217,0
sd_5852,32.95950000000001,-117.12600000000006,0.824181965991464,0.6339285711367985,12.83333333,17,0.09444444444444444,0.5941842368910427,1
sd_5853,32.95950000000001,-117.12050000000006,0.824181965991464,0.2767857142541454,6.166666667,16,0.08888888888888889,0.5035096337814906,0
sd_5854,32.95950000000001,-117.11500000000007,0.824181965991464,0.8035714284279336,16.0,3,0.016666666666666666,0.6171505067693821,1
sd_5855,32.95950000000001,-117.10950000000007,0.824181965991464,0.5357142856186224,11.0,6,0.03333333333333333,0.5543528877337209,1
sd_5856,32.95950000000001,-117.10400000000007,0.824181965991464,0.5357142856186224,11.0,2,0.011111111111111112,0.5487973321781654,1
sd_5857,32.95950000000001,-117.09850000000007,0.824181965991464,0.3660714284882015,,0,0.0,0.5036088401177824,0
sd_5858,32.95950000000001,-117.09300000000007,0.961587968294831,0.38392857137786984,8.166666667,13,0.07222222222222222,0.5948316825474386,1
sd_5859,32.95950000000001,-117.08750000000008,0.961587968294831,0.3660714284882015,,9,0.05,0.5848118412694658,1
sd_5860,32.95950000000001,-117.08200000000008,0.8941806110697107,0.6874999996986607,13.83333333,0,0.0,0.6189653054595206,1
sd_5861,32.95950000000001,-117.07650000000008,0.8941806110697107,0.6874999996986607,13.83333333,0,0.0,0.6189653054595206,1
sd_5862,32.95950000000001,-117.07100000000008,0.8941806110697107,0.6874999996986607,13.83333333,0,0.0,0.6189653054595206,1
sd_5863,32.95950000000001,-117.06550000000009,0.8941806110697107,0.6874999996986607,13.83333333,0,0.0,0.6189653054595206,1
sd_5864,32.95950000000001,-117.06000000000009,0.8941806110697107,0.8214285711033161,16.33333333,0,0.0,0.6524474483106844,1
sd_5865,32.95950000000001,-117.05450000000009,0.8941806110697107,0.7946428568223851,15.83333333,0,0.0,0.6457510197404517,1
sd_5866,32.95950000000001,-117.04900000000009,0.8941806110697107,0.4821428570567602,10.0,0,0.0,0.5676260197990454,1
sd_5867,32.95950000000001,-117.0435000000001,0.8941806110697107,0.8303571427088647,16.5,0,0.0,0.6546795912120715,1
sd_5868,32.95950000000001,-117.0380000000001,0.8941806110697107,0.767857142541454,15.33333333,0,0.0,0.6390545911702188,1
sd_5869,32.95950000000001,-117.0325000000001,0.8941806110697107,0.41071428565880097,8.666666667,0,0.0,0.5497688769495556,1
sd_5870,32.95950000000001,-117.0270000000001,0.8941806110697107,0.41071428565880097,8.666666667,0,0.0,0.5497688769495556,1
sd_5871,32.95950000000001,-117.0215000000001,0.8941806110697107,0.3660714284882015,7.833333333,0,0.0,0.5386081626569057,1
sd_5872,32.95950000000001,-117.0160000000001,0.8941806110697107,0.3660714284882015,7.833333333,0,0.0,0.5386081626569057,1
sd_5873,32.95950000000001,-117.0105000000001,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5874,32.95950000000001,-117.00500000000011,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5875,32.95950000000001,-116.99950000000011,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
